Target,File,Tag,Occurrences,Category,CategoryEMF
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,9,Connecting Objects,Relations
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,9,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,9,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,6,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,0,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,0,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,9,Connecting Objects,Relations
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,9,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,9,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,incoming,8,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,outgoing,7,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,4,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ParallelGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,0,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,0,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,7,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,7,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,8,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,4,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,7,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,7,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,4,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,1,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,11,Connecting Objects,Relations
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,11,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,11,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,8,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,9,Connecting Objects,Relations
GPT-4T-NoRAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,9,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,9,Connecting Objects,Attributes
GPT-4T-NoRAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,5,Flow Objects,Classes
GPT-4T-NoRAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
