Target,File,Tag,Occurrences,Category,CategoryEMF
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,incoming,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,sourceRef,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,targetRef,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,outgoing,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,Task,6,Flow Objects,Classes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,EndEvent,2,Flow Objects,Classes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,laneSets,0,Swim Lanes,Classes
ML-NoRAG-0,Ex00_writer-LLM-mistral-large-latest-0.0,lanes,0,Swim Lanes,Classes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,SequenceFlow,8,Connecting Objects,Relations
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,sourceRef,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,targetRef,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,outgoing,7,Connecting Objects,Attributes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,incoming,7,Connecting Objects,Attributes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,Task,5,Flow Objects,Classes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,laneSets,0,Swim Lanes,Classes
ML-NoRAG-0,Ex01_writer-LLM-mistral-large-latest-0.0,lanes,0,Swim Lanes,Classes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,SequenceFlow,8,Connecting Objects,Relations
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,sourceRef,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,targetRef,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,outgoing,5,Connecting Objects,Attributes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,incoming,5,Connecting Objects,Attributes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,UserTask,3,Flow Objects,Classes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex02_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,SequenceFlow,14,Connecting Objects,Relations
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,sourceRef,14,Connecting Objects,Attributes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,targetRef,14,Connecting Objects,Attributes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,incoming,12,Connecting Objects,Attributes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,outgoing,11,Connecting Objects,Attributes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,Task,5,Flow Objects,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,UserTask,4,Flow Objects,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,EndEvent,2,Flow Objects,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,DataObject,2,Artifacts,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,SequenceFlow,10,Connecting Objects,Relations
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,sourceRef,10,Connecting Objects,Attributes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,targetRef,10,Connecting Objects,Attributes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,outgoing,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,incoming,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,UserTask,7,Flow Objects,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,DataObject,3,Artifacts,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,lanes,1,Swim Lanes,Classes
ML-NoRAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,DataStore,1,Artifacts,Classes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,SequenceFlow,11,Connecting Objects,Relations
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,sourceRef,11,Connecting Objects,Attributes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,targetRef,11,Connecting Objects,Attributes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,outgoing,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,incoming,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,UserTask,7,Flow Objects,Classes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,sourceRef,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,targetRef,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,outgoing,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,incoming,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,UserTask,6,Flow Objects,Classes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,outgoing,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,sourceRef,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,targetRef,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,UserTask,8,Flow Objects,Classes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,incoming,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex08_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,SequenceFlow,11,Connecting Objects,Relations
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,sourceRef,11,Connecting Objects,Attributes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,targetRef,11,Connecting Objects,Attributes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,outgoing,10,Connecting Objects,Attributes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,incoming,10,Connecting Objects,Attributes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,UserTask,4,Flow Objects,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,Task,3,Flow Objects,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,2,Flow Objects,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,SequenceFlow,10,Connecting Objects,Relations
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,sourceRef,10,Connecting Objects,Attributes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,targetRef,10,Connecting Objects,Attributes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,incoming,9,Connecting Objects,Attributes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,outgoing,8,Connecting Objects,Attributes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,UserTask,5,Flow Objects,Classes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,2,Flow Objects,Classes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,EndEvent,2,Flow Objects,Classes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-0,Ex10_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
