Target,File,Tag,Occurrences,Category,CategoryEMF
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,4,Flow Objects,Classes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,Task,2,Flow Objects,Classes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,0,Swim Lanes,Classes
GPT-4o-RAG-1,Ex00_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,0,Swim Lanes,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,9,Connecting Objects,Relations
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,9,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,9,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,6,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,Task,5,Flow Objects,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,ParallelGateway,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,0,Swim Lanes,Classes
GPT-4o-RAG-1,Ex01_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,0,Swim Lanes,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,6,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,6,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,6,Connecting Objects,Relations
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,6,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,6,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,4,Flow Objects,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-1,Ex02_writer-LLM-gpt-4o-2024-08-06-1.0,DataObject,1,Artifacts,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,14,Connecting Objects,Relations
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,14,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,14,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,13,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,13,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,Task,5,Flow Objects,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,4,Flow Objects,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,3,Flow Objects,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex03_writer-LLM-gpt-4o-2024-08-06-1.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,outgoing,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,incoming,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,sourceRef,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,targetRef,8,Connecting Objects,Attributes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,UserTask,6,Flow Objects,Classes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-1,Ex04_writer-LLM-gpt-4o-2024-08-06-1.0,EndEvent,1,Flow Objects,Classes
