Target,File,Tag,Occurrences,Category,CategoryEMF
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,SequenceFlow,9,Connecting Objects,Relations
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,sourceRef,9,Connecting Objects,Attributes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,targetRef,9,Connecting Objects,Attributes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,outgoing,8,Connecting Objects,Attributes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,Task,6,Flow Objects,Classes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,incoming,3,Connecting Objects,Attributes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,EndEvent,2,Flow Objects,Classes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,laneSets,0,Swim Lanes,Classes
ML-NoRAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,lanes,0,Swim Lanes,Classes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,SequenceFlow,8,Connecting Objects,Relations
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,sourceRef,8,Connecting Objects,Attributes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,targetRef,8,Connecting Objects,Attributes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,incoming,7,Connecting Objects,Attributes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,outgoing,6,Connecting Objects,Attributes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,Task,5,Flow Objects,Classes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,laneSets,0,Swim Lanes,Classes
ML-NoRAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,lanes,0,Swim Lanes,Classes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,SequenceFlow,5,Connecting Objects,Relations
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,sourceRef,5,Connecting Objects,Attributes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,outgoing,4,Connecting Objects,Attributes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,targetRef,4,Connecting Objects,Attributes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,UserTask,3,Flow Objects,Classes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,incoming,3,Connecting Objects,Attributes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,DataObject,2,Artifacts,Classes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-1,Ex02_writer-LLM-mistral-large-latest-1.0,DataStore,1,Artifacts,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,SequenceFlow,18,Connecting Objects,Relations
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,sourceRef,18,Connecting Objects,Attributes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,targetRef,18,Connecting Objects,Attributes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,incoming,15,Connecting Objects,Attributes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,outgoing,14,Connecting Objects,Attributes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,Task,5,Flow Objects,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,UserTask,4,Flow Objects,Classes
