Target,File,Tag,Occurrences,Category,CategoryEMF
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,incoming,9,Connecting Objects,Attributes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,SequenceFlow,9,Connecting Objects,Relations
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,sourceRef,9,Connecting Objects,Attributes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,targetRef,9,Connecting Objects,Attributes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,outgoing,8,Connecting Objects,Attributes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,Task,6,Flow Objects,Classes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,EndEvent,2,Flow Objects,Classes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,laneSets,0,Swim Lanes,Classes
ML-RAG-1,Ex00_writer-LLM-mistral-large-latest-1.0,lanes,0,Swim Lanes,Classes
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,SequenceFlow,9,Connecting Objects,Relations
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,sourceRef,9,Connecting Objects,Attributes
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,targetRef,9,Connecting Objects,Attributes
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,outgoing,8,Connecting Objects,Attributes
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,incoming,8,Connecting Objects,Attributes
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,UserTask,5,Flow Objects,Classes
ML-RAG-1,Ex01_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
