Target,File,Tag,Occurrences,Category,CategoryEMF
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,incoming,11,Connecting Objects,Attributes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,SequenceFlow,11,Connecting Objects,Relations
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,sourceRef,11,Connecting Objects,Attributes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,targetRef,11,Connecting Objects,Attributes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,outgoing,10,Connecting Objects,Attributes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,Task,6,Flow Objects,Classes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,EndEvent,2,Flow Objects,Classes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,ParallelGateway,2,Flow Objects,Classes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,StartEvent,1,Flow Objects,Classes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,laneSets,0,Swim Lanes,Classes
MS-NoRAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,lanes,0,Swim Lanes,Classes
MS-NoRAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,SequenceFlow,11,Connecting Objects,Relations
MS-NoRAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,sourceRef,11,Connecting Objects,Attributes
MS-NoRAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,targetRef,11,Connecting Objects,Attributes
MS-NoRAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,outgoing,9,Connecting Objects,Attributes
MS-NoRAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,incoming,9,Connecting Objects,Attributes
