Target,File,Tag,Occurrences,Category,CategoryEMF
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,incoming,9,Connecting Objects,Attributes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,SequenceFlow,9,Connecting Objects,Relations
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,sourceRef,9,Connecting Objects,Attributes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,targetRef,9,Connecting Objects,Attributes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,outgoing,8,Connecting Objects,Attributes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,Task,6,Flow Objects,Classes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,EndEvent,2,Flow Objects,Classes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,StartEvent,1,Flow Objects,Classes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,laneSets,0,Swim Lanes,Classes
MS-RAG-1,Ex00_writer-LLM-mistral-small-latest-1.0,lanes,0,Swim Lanes,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,SequenceFlow,10,Connecting Objects,Relations
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,sourceRef,10,Connecting Objects,Attributes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,targetRef,10,Connecting Objects,Attributes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,outgoing,8,Connecting Objects,Attributes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,incoming,8,Connecting Objects,Attributes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,UserTask,5,Flow Objects,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,StartEvent,1,Flow Objects,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,ParallelGateway,1,Flow Objects,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,EndEvent,1,Flow Objects,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,laneSets,0,Swim Lanes,Classes
MS-RAG-1,Ex01_writer-LLM-mistral-small-latest-1.0,lanes,0,Swim Lanes,Classes
MS-RAG-1,Ex02_writer-LLM-mistral-small-latest-1.0,outgoing,8,Connecting Objects,Attributes
MS-RAG-1,Ex02_writer-LLM-mistral-small-latest-1.0,incoming,8,Connecting Objects,Attributes
MS-RAG-1,Ex02_writer-LLM-mistral-small-latest-1.0,SequenceFlow,8,Connecting Objects,Relations
MS-RAG-1,Ex02_writer-LLM-mistral-small-latest-1.0,sourceRef,8,Connecting Objects,Attributes
MS-RAG-1,Ex02_writer-LLM-mistral-small-latest-1.0,targetRef,8,Connecting Objects,Attributes
