Target,File,Tag,Occurrences,Category,CategoryEMF
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,incoming,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,outgoing,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,5,Flow Objects,Classes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,0,Swim Lanes,Classes
GPT-4T-RAG-1,Ex00_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,0,Swim Lanes,Classes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,4,Flow Objects,Classes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,0,Swim Lanes,Classes
GPT-4T-RAG-1,Ex01_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,0,Swim Lanes,Classes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,outgoing,6,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,incoming,5,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,4,Flow Objects,Classes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,0,Swim Lanes,Classes
GPT-4T-RAG-1,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,0,Swim Lanes,Classes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,13,Connecting Objects,Relations
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,13,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,13,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,7,Flow Objects,Classes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,2,Flow Objects,Classes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
